PreownedWarrantyEligibility,UsedVehiclePrice,TitleStatus,Vin,TitleSubStatus,ConfigId,Wheel,Discount,VehicleMapId,AutoPilot,Range,isPremium,Paint,OptionCodeListWithPrice,Roof,isFirstRegistrationDate,DriveTrain,Badge,Year,DestinationHandlingFee,Battery,Odometer,isPanoramic,OptionCodeList,Decor,isAutopilot,ModelVariant,MetroId,OdometerType,Model,TradeInType,VehicleStatus,isFixedGlassRoof,OwnerShipTransferCount
Pre-Owned,112500,USED,5YJXCBE44GF011933,,11631197,WT20,,980112,DA02,BR00,True,PPTI,MDLX|STANDARD|83000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH00|INCLUDED|0;AU00|INCLUDED|0;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC02|OPTIONAL|3000;CDM0|INCLUDED|0;CH04|OPTIONAL|1500;PPTI|OPTIONAL|1000;COUS|INCLUDED|0;CW00|INCLUDED|0;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|750;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3W|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS01|INCLUDED|0;PX4D|OPTIONAL|32500;QLEW|OPTIONAL|2500;RFPX|INCLUDED|0;S06W|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR04|INCLUDED|0;ST01|INCLUDED|0;SU01|INCLUDED|0;TIM7|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW00|INCLUDED|0;UM01|INCLUDED|0;USSW|INCLUDED|0;UTAB|INCLUDED|0;WT20|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,5968,False,"MDLX,RENA,AD15,AF02,AH00,AU00,BC0R,BP01,BS00,BTX4,CC02,CDM0,CH04,PPTI,COUS,CW00,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDHM,IX01,LP01,LT3W,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS01,PX4D,QLEW,RFPX,S06W,SC01,SP00,SR04,ST01,SU01,TIM7,TM00,TP03,TR01,TRA1,TW00,UM01,USSW,UTAB,WT20,X001,X003,X007,X011,X014,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDHM,True,mx,0,MILES,MODEL_X,,At service center,False,
Pre-Owned,112500,USED,5YJXCAE45GF016701,,11675502,WTUT,,1022168,DA02,BR00,True,PPSW,MDLX|STANDARD|74000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC03|OPTIONAL|4000;CDM0|INCLUDED|0;CH04|OPTIONAL|1500;PPSW|OPTIONAL|1500;COUS|INCLUDED|0;CW00|INCLUDED|0;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|1000;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3W|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS01|INCLUDED|0;PX4D|OPTIONAL|41500;QLEW|OPTIONAL|2500;RFPX|INCLUDED|0;S06W|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST01|INCLUDED|0;SU01|INCLUDED|0;TIG2|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW00|INCLUDED|0;UM01|INCLUDED|0;USSW|INCLUDED|0;UTAB|INCLUDED|0;WTUT|OPTIONAL|5500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,6693,False,"MDLX,RENA,AD15,AF02,AH00,AU01,BC0R,BP00,BR00,BS00,BTX4,CC03,CDM0,CH04,PPSW,COUS,CW00,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDCF,IX01,LP01,LT3W,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS01,PX4D,QLEW,RFPX,S06W,SC01,SP00,SR01,ST01,SU01,TIG2,TM00,TP03,TR01,TRA1,TW00,UM01,USSW,UTAB,WTUT,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDCF,True,mx,0,MILES,MODEL_X,,At service center,False,
Pre-Owned,113000,USED,5YJXCAE47GF001438,,11535985,WTUT,,1038205,DA02,BR00,True,PPSW,MDLX|STANDARD|80000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC03|OPTIONAL|4000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PPSW|OPTIONAL|1500;COUS|INCLUDED|0;CW02|OPTIONAL|1000;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|1000;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3B|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS01|INCLUDED|0;PX4D|OPTIONAL|35500;QLEB|OPTIONAL|2500;RFPX|INCLUDED|0;S06B|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST02|INCLUDED|0;SU01|INCLUDED|0;TIG2|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW01|OPTIONAL|750;UM01|INCLUDED|0;USSB|INCLUDED|0;UTAB|INCLUDED|0;WTUT|OPTIONAL|4500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,15405,False,"MDLX,RENA,AD15,AF02,AH00,AU01,BC0R,BP01,BS00,BTX4,CC03,CDM0,CH00,PPSW,COUS,CW02,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDCF,IX01,LP01,LT3B,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS01,PX4D,QLEB,RFPX,S06B,SC01,SP00,SR01,ST02,SU01,TIG2,TM00,TP03,TR01,TRA1,TW01,UM01,USSB,UTAB,WTUT,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDCF,True,mx,0,MILES,MODEL_X,,At service center,False,
Pre-Owned,113000,USED,5YJXCAE44GF006628,,11590133,WTHX,,952091,DA02,BR00,True,PPSW,MDLX|STANDARD|80000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC03|OPTIONAL|4000;CDM0|INCLUDED|0;CH04|OPTIONAL|1500;PPSW|OPTIONAL|1500;COUS|INCLUDED|0;CW00|INCLUDED|0;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDBO|OPTIONAL|750;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3T|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS01|INCLUDED|0;PX4D|OPTIONAL|35500;QLET|OPTIONAL|2500;RFPX|INCLUDED|0;S06T|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST01|INCLUDED|0;SU01|INCLUDED|0;TIM7|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW01|OPTIONAL|750;UM01|INCLUDED|0;USST|INCLUDED|0;UTAB|INCLUDED|0;WTHX|OPTIONAL|2500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,20638,False,"MDLX,RENA,AD15,AF02,AH00,AU01,BC0R,BP01,BS00,BTX4,CC03,CDM0,CH04,PPSW,COUS,CW00,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDBO,IX01,LP01,LT3T,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS01,PX4D,QLET,RFPX,S06T,SC01,SP00,SR01,ST01,SU01,TIM7,TM00,TP03,TR01,TRA1,TW01,UM01,USST,UTAB,WTHX,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDBO,True,mx,0,MILES,MODEL_X,,At service center,False,
Pre-Owned,113000,USED,5YJSA1E40GF152668,,11658847,WTSG,,1035708,DA02,BR00,True,PBSB,MDLS|STANDARD|66000;RENA|STANDARD|0;AF02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BR00|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH04|OPTIONAL|1500;PBSB|INCLUDED|0;CW02|OPTIONAL|1000;DA02|OPTIONAL|2500;DCF0|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDBA|INCLUDED|0;IX01|INCLUDED|0;LP01|INCLUDED|0;ME02|INCLUDED|0;MI01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|3000;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;PX4D|OPTIONAL|43500;QNEB|OPTIONAL|2500;RFP2|OPTIONAL|1500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST02|INCLUDED|0;SU01|OPTIONAL|2500;TM00|INCLUDED|0;TP03|INCLUDED|0;TR00|INCLUDED|0;UTAB|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1000;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X044|INCLUDED|0;YFFC|INCLUDED|0,RFP2,False,DV4W,P90D,2016,,BTX4,2997,True,"MDLS,RENA,AF02,AU01,BC0R,BP01,BR00,BS00,CDM0,CH04,PBSB,CW02,DA02,DCF0,DRLH,DSH7,DV4W,FG02,HP00,IDBA,IX01,LP01,ME02,MI01,PA00,PF01,PI01,PK00,PS01,PX00,PX4D,QNEB,RFP2,SC01,SP00,SR01,ST02,SU01,TM00,TP03,TR00,UTAB,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,X040,X044,YFFC",IDBA,True,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,113500,USED,5YJXCAE46GF000166,,11523870,WTUT,,917178,DA02,BR00,True,PMNG,MDLX|STANDARD|80000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC03|OPTIONAL|4000;CDM0|INCLUDED|0;CH04|OPTIONAL|1000;PMNG|OPTIONAL|1000;COUS|INCLUDED|0;CW02|OPTIONAL|1000;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|1000;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3W|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS01|INCLUDED|0;PX4D|OPTIONAL|35500;QLEW|OPTIONAL|2500;RFPX|INCLUDED|0;S06W|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|INCLUDED|0;TIG2|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW01|OPTIONAL|750;UM01|INCLUDED|0;USSW|INCLUDED|0;UTAB|INCLUDED|0;WTUT|OPTIONAL|4500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,15688,False,"MDLX,RENA,AD15,AF02,AH00,AU01,BC0R,BP01,BS00,BTX4,CC03,CDM0,CH04,PMNG,COUS,CW02,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDCF,IX01,LP01,LT3W,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS01,PX4D,QLEW,RFPX,S06W,SC01,SP00,SR01,SU01,TIG2,TM00,TP03,TR01,TRA1,TW01,UM01,USSW,UTAB,WTUT,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDCF,True,mx,0,MILES,MODEL_X,,In-garage delivered,False,
Pre-Owned,113500,USED,5YJXCBE4XGF003092,,11525314,WTUT,,952103,DA02,BR00,True,PMNG,MDLX|STANDARD|80000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH01|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP90|OPTIONAL|10000;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC02|OPTIONAL|3000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMNG|OPTIONAL|1000;COUS|INCLUDED|0;CW02|OPTIONAL|1000;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|1000;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3T|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS00|INCLUDED|0;PX4D|OPTIONAL|35500;QLET|OPTIONAL|2500;RFPX|INCLUDED|0;S06T|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR04|INCLUDED|0;SU01|INCLUDED|0;TIG2|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW00|INCLUDED|0;UM01|INCLUDED|0;USST|INCLUDED|0;UTAB|INCLUDED|0;WTUT|OPTIONAL|4500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,14260,False,"MDLX,RENA,AD15,AF02,AH01,AU01,BC0R,BP90,BS00,BTX4,CC02,CDM0,CH00,PMNG,COUS,CW02,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDCF,IX01,LP01,LT3T,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS00,PX4D,QLET,RFPX,S06T,SC01,SP00,SR04,SU01,TIG2,TM00,TP03,TR01,TRA1,TW00,UM01,USST,UTAB,WTUT,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDCF,True,mx,0,MILES,MODEL_X,,At service center,False,
Pre-Owned,113500,USED,5YJSA1E45GF149636,Previous service/demo vehicle,11631377,WTSG,,966465,DA02,BR02,True,PPMR,MDLS|STANDARD|71500;RENA|STANDARD|0;AF02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BR02|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH05|INCLUDED|0;PPMR|OPTIONAL|1500;CW02|OPTIONAL|1000;DA02|OPTIONAL|2500;DCF0|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDHM|OPTIONAL|750;IX01|INCLUDED|0;LP01|INCLUDED|0;ME02|INCLUDED|0;MI01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|3000;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;PX4D|OPTIONAL|38000;QNET|OPTIONAL|2500;RFP2|OPTIONAL|1500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST02|INCLUDED|0;SU01|OPTIONAL|2500;TM00|INCLUDED|0;TP03|INCLUDED|0;TR00|INCLUDED|0;UTAB|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1000;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X044|INCLUDED|0;YFFC|INCLUDED|0,RFP2,False,DV4W,P90D,2016,,BTX4,10216,True,"MDLS,RENA,AF02,AU01,BC0R,BP01,BR02,BS00,CDM0,CH05,PPMR,CW02,DA02,DCF0,DRLH,DSH7,DV4W,FG02,HP00,IDHM,IX01,LP01,ME02,MI01,PA00,PF01,PI01,PK00,PS01,PX00,PX4D,QNET,RFP2,SC01,SP00,SR01,ST02,SU01,TM00,TP03,TR00,UTAB,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,X040,X044,YFFC",IDHM,True,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,114000,USED,5YJXCAE45GF007304,,11604036,WT20,,903220,DA02,BR00,True,PMBL,MDLX|STANDARD|83000;RENA|STANDARD|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP90|OPTIONAL|10000;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC03|OPTIONAL|4000;CDM0|INCLUDED|0;CH04|OPTIONAL|1500;PMBL|OPTIONAL|1000;COUS|INCLUDED|0;CW02|OPTIONAL|1000;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|1000;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3B|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;MX01|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS00|INCLUDED|0;PX4D|OPTIONAL|32500;QLEB|OPTIONAL|2500;RFPX|INCLUDED|0;S06B|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST02|INCLUDED|0;SU01|INCLUDED|0;TIM7|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW01|OPTIONAL|750;UM01|INCLUDED|0;USSB|INCLUDED|0;UTAB|INCLUDED|0;WT20|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0,RFPX,False,DV4W,P90D,2016,,BTX4,9568,False,"MDLX,RENA,AD15,AF02,AH00,AU01,BC0R,BP90,BS00,BTX4,CC03,CDM0,CH04,PMBL,COUS,CW02,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDCF,IX01,LP01,LT3B,ME02,MI00,MX01,PA00,PF01,PI01,PK00,PS00,PX4D,QLEB,RFPX,S06B,SC01,SP00,SR01,ST02,SU01,TIM7,TM00,TP03,TR01,TRA1,TW01,UM01,USSB,UTAB,WT20,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC",IDCF,True,mx,0,MILES,MODEL_X,,At service center,False,
Pre-Owned,114500,USED,5YJXCAE46GF000278,,11525145,WT22,,1114092,DA02,BR00,True,PMNG,RENA|INCLUDED|0;AD15|INCLUDED|0;AF02|INCLUDED|0;AH01|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP01|OPTIONAL|10000;BR00|INCLUDED|0;BS00|INCLUDED|0;BTX4|INCLUDED|0;CC03|OPTIONAL|4000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMNG|OPTIONAL|1000;COUS|INCLUDED|0;CW00|INCLUDED|0;DA02|OPTIONAL|2500;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;FR02|INCLUDED|0;GLFR|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|1000;IX01|INCLUDED|0;LP01|INCLUDED|0;LT3B|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;PA00|INCLUDED|0;PF01|INCLUDED|0;PI01|OPTIONAL|4500;PK00|INCLUDED|0;PS01|INCLUDED|0;PX4D|OPTIONAL|35500;QLEB|OPTIONAL|2500;RFPX|INCLUDED|0;S06B|INCLUDED|0;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|INCLUDED|0;TIG2|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR01|INCLUDED|0;TRA1|INCLUDED|0;TW00|INCLUDED|0;UM01|INCLUDED|0;USSB|INCLUDED|0;UTAB|INCLUDED|0;WT22|OPTIONAL|4500;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X026|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;X042|INCLUDED|0;YFFC|INCLUDED|0;MDLX|OPTIONAL|80000,RFPX,False,DV4W,P90D,2016,,BTX4,2938,False,"RENA,AD15,AF02,AH01,AU01,BC0R,BP01,BR00,BS00,BTX4,CC03,CDM0,CH00,PMNG,COUS,CW00,DA02,DRLH,DSH7,DV4W,FG02,FR02,GLFR,HP00,IDCF,IX01,LP01,LT3B,ME02,MI00,PA00,PF01,PI01,PK00,PS01,PX4D,QLEB,RFPX,S06B,SC01,SP00,SR01,SU01,TIG2,TM00,TP03,TR01,TRA1,TW00,UM01,USSB,UTAB,WT22,X001,X003,X007,X011,X013,X019,X024,X026,X028,X031,X037,X040,X042,YFFC,MDLX",IDCF,True,mx,0,MILES,MODEL_X,,At service center,False,
