PreownedWarrantyEligibility,UsedVehiclePrice,TitleStatus,Vin,TitleSubStatus,ConfigId,Wheel,Discount,VehicleMapId,AutoPilot,Range,isPremium,Paint,OptionCodeListWithPrice,Roof,isFirstRegistrationDate,DriveTrain,Badge,Year,DestinationHandlingFee,Battery,Odometer,isPanoramic,OptionCodeList,Decor,isAutopilot,ModelVariant,MetroId,OdometerType,Model,TradeInType,VehicleStatus,isFixedGlassRoof,OwnerShipTransferCount
Pre-Owned,65000,USED,5YJSA1H19EFP29468,Previous service/demo vehicle,11360372,WTSP,,993945,DA00,BR00,False,PMTG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85,2014,,BT85,22942,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH00,PMTG,CW00,DRLH,DV2W,FG02,HP00,IDCF,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QYMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSP,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,X040,YF00",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65000,USED,5YJSA1H18EFP39781,,11381790,WTSG,,186162,DA00,BR00,False,PPMR,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH01|OPTIONAL|1500;PPMR|OPTIONAL|1500;CW01|OPTIONAL|750;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;ME02|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,43261,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH01,PPMR,CW01,DRLH,DSH5,DV2W,FG02,HP00,IDCF,IX01,LP01,ME02,PA00,PBT85,PF01,PK01,PS01,PX01,QYMB,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1CN7DFP24990,,11349836,WTTB,,1127235,DA00,BR00,False,PMTG,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMTG|OPTIONAL|750;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;HP03|INCLUDED|0;IDLW|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QYMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X009|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,85,2013,,BT85,12123,True,"RENA,AD02,AF00,AU01,BC0B,BP00,BR00,BS00,BT85,CH00,PMTG,CW00,DA00,DRLH,DV2W,FG01,HP00,HP03,IDLW,IX01,LP01,PA00,PF00,PK01,PS01,PX00,QYMT,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTMF,WTTB,WTX1,X001,X003,X007,X009,X011,X013,X021,X025,X027,X028,X031,YF00,MDLS",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1DP9DFP26790,,11356163,WTSG,,1084173,DA00,BR00,False,PPMR,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|OPTIONAL|500;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CH01|OPTIONAL|1500;PPMR|OPTIONAL|1500;CW01|OPTIONAL|750;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDOM|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;ME02|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,P85+,2013,,BT85,32301,True,"RENA,AD02,AF00,AU01,BC0R,BP00,BR00,BS00,CH01,PPMR,CW01,DA00,DRLH,DSH5,DV2W,FG01,HP00,IDOM,IX01,LP01,ME02,PA00,PBT85,PF01,PK01,PS01,PX01,QYMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00,MDLS",IDOM,False,ms,0,MILES,MODEL_S,,Pre-Owned Inspection Complete,False,
Pre-Owned,65500,USED,5YJSA1CP6DFP27915,Previous service/demo vehicle,11358081,WTSS,,237591,DA00,BR00,False,PBSB,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;CH00|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DRLH|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;HP03|INCLUDED|0;IDOG|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|20000;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR01|OPTIONAL|2500;UTAW|OPTIONAL|1500;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|OPTIONAL|1500;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2013,,BT85,27385,True,"MS02,RENA,AD02,AU01,BC0B,BS00,CH00,PBSB,CW00,DRLH,FG02,HP00,HP03,IDOG,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QYMB,RFPO,SC01,SP00,SU01,TM00,TP01,TR01,UTAW,WTSS,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDOG,False,ms,0,MILES,MODEL_S,,Pre-Owned Inspection Complete,False,
Pre-Owned,65500,USED,5YJSA1H10EFP40312,Previous service/demo vehicle,11383071,WTSP,,991885,DA00,BR00,False,PMTG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH01|OPTIONAL|1500;CW01|OPTIONAL|750;DRLH|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QPMG|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2014,,BT85,22825,True,"MS03,RENA,AD02,AF00,AU01,BC0B,BS00,BT85,CH01,PMTG,CW01,DRLH,DV2W,FG02,HP00,IDPB,IX00,LP01,PA00,PF00,PK01,PS01,PX00,QPMG,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSP,WTX0,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF00",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1H1XEFP51172,Previous service/demo vehicle,11393544,WTSS,,1002327,DA00,BR00,False,PBSB,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QZMG|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR01|OPTIONAL|2500;UTAW|INCLUDED|0;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,31663,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH00,PBSB,CW00,DRLH,DSH5,DV2W,FG01,HP00,IDCF,IX00,LP00,PA00,PBT85,PF01,PK01,PS01,PX01,QZMG,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR01,UTAW,WTSS,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1H16EFP50276,Previous service/demo vehicle,11393654,WTSS,,276985,DA00,BR00,False,PMAB,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH01|OPTIONAL|1500;PMAB|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDHG|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QXMB|OPTIONAL|1500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSS|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,37890,True,"MS03,RENA,AD02,AU01,BC0B,BS00,CDM0,CH01,PMAB,CW00,DRLH,DSH5,DV2W,FG01,HP00,IDHG,IX01,LP01,PA00,PBT85,PF01,PK01,PS01,PX01,QXMB,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSS,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,X040,YF01",IDHG,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1H11EFP51464,Previous service/demo vehicle,11395363,WTSP,,845341,DA00,BR00,False,PMNG,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH01|OPTIONAL|1500;PMNG|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX00|INCLUDED|0;LP00|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSP|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85,2014,,BT85,26387,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH01,PMNG,CW00,DRLH,DSH7,DV2W,FG02,HP00,IDCF,IX00,LP00,PA00,PBT85,PF01,PK01,PS01,PX00,QZMB,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSP,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1H19EFP50966,,11399897,WTTB,,1035490,DA00,BR00,False,PMMB,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0B|INCLUDED|0;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW01|OPTIONAL|750;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMB|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR01|OPTIONAL|2500;UTMF|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,85,2014,,BT85,20018,True,"MS03,RENA,AD02,AU01,BC0B,BS00,BT85,CDM0,CH00,PMMB,CW01,DRLH,DSH5,DV2W,FG01,HP00,IDPB,IX00,LP01,PA00,PF00,PK01,PS01,PX00,QZMB,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR01,UTMF,WTTB,WTX1,X001,X003,X007,X011,X013,X021,X025,X027,X028,X031,X037,YF01",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,65500,USED,5YJSA1E24GF132373,,11566161,WTTB,,1127260,DA01,BR00,True,PPMR,RENA|INCLUDED|0;AF00|INCLUDED|0;AU00|INCLUDED|0;BC0B|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;BT70|OPTIONAL|5000;CDM0|INCLUDED|0;CH00|INCLUDED|0;PPMR|OPTIONAL|1500;CW00|INCLUDED|0;DA01|INCLUDED|0;DCF0|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV4W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDPB|INCLUDED|0;IX01|INCLUDED|0;LP01|INCLUDED|0;ME02|INCLUDED|0;MI00|INCLUDED|0;PA00|INCLUDED|0;PF00|INCLUDED|0;PI01|OPTIONAL|3000;PK00|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QNET|OPTIONAL|2500;RFP2|OPTIONAL|1500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;ST01|INCLUDED|0;SU00|INCLUDED|0;TM00|INCLUDED|0;TP03|INCLUDED|0;TR00|INCLUDED|0;UTAB|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X014|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;X040|INCLUDED|0;YF01|INCLUDED|0;MDLS|OPTIONAL|70000,RFP2,False,DV4W,70D,2016,,BT70,8535,True,"RENA,AF00,AU00,BC0B,BP00,BR00,BS00,BT70,CDM0,CH00,PPMR,CW00,DA01,DCF0,DRLH,DSH7,DV4W,FG02,HP00,IDPB,IX01,LP01,ME02,MI00,PA00,PF00,PI01,PK00,PS01,PX00,QNET,RFP2,SC01,SP00,SR01,ST01,SU00,TM00,TP03,TR00,UTAB,WTTB,WTX1,X001,X003,X007,X011,X014,X021,X025,X027,X028,X031,X037,X040,YF01,MDLS",IDPB,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,66000,USED,5YJSA1H18EFP48741,,11390761,WTTB,,1112333,DA00,BR00,False,PBSB,RENA|INCLUDED|0;AD02|INCLUDED|0;AF00|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BP00|INCLUDED|0;BR00|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH00|INCLUDED|0;PBSB|INCLUDED|0;CW00|INCLUDED|0;DA00|INCLUDED|0;DRLH|INCLUDED|0;DSH5|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDCF|OPTIONAL|800;IX00|INCLUDED|0;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QZMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTTB|OPTIONAL|2500;WTX1|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF00|INCLUDED|0;MDLS|OPTIONAL|69900,RFPO,False,DV2W,P85,2014,,BT85,24904,True,"RENA,AD02,AF00,AU01,BC0R,BP00,BR00,BS00,CDM0,CH00,PBSB,CW00,DA00,DRLH,DSH5,DV2W,FG02,HP00,IDCF,IX00,LP01,PA00,PBT85,PF01,PK01,PS01,PX00,QZMT,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTTB,WTX1,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF00,MDLS",IDCF,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,66000,USED,5YJSA1H16EFP48091,,11394403,WTSG,,916148,DA00,BR00,False,PMSS,MS03|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BC0R|INCLUDED|0;BS00|INCLUDED|0;CDM0|INCLUDED|0;CH01|OPTIONAL|1500;PMSS|OPTIONAL|750;CW00|INCLUDED|0;DRLH|INCLUDED|0;DSH7|INCLUDED|0;DV2W|INCLUDED|0;FG02|INCLUDED|0;HP00|INCLUDED|0;IDLW|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;ME02|INCLUDED|0;PA00|INCLUDED|0;PBT85|OPTIONAL|23500;PF01|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX01|OPTIONAL|6500;QYMG|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SR01|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3750;TR00|INCLUDED|0;UTAW|INCLUDED|0;WTSG|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X019|INCLUDED|0;X024|INCLUDED|0;X027|INCLUDED|0;X028|INCLUDED|0;X031|INCLUDED|0;X037|INCLUDED|0;YF01|INCLUDED|0,RFPO,False,DV2W,P85+,2014,,BT85,38185,True,"MS03,RENA,AD02,AU01,BC0R,BS00,CDM0,CH01,PMSS,CW00,DRLH,DSH7,DV2W,FG02,HP00,IDLW,IX01,LP01,ME02,PA00,PBT85,PF01,PK01,PS01,PX01,QYMG,RFPO,SC01,SP00,SR01,SU01,TM00,TP01,TR00,UTAW,WTSG,WTX0,X001,X003,X007,X011,X013,X019,X024,X027,X028,X031,X037,YF01",IDLW,False,ms,0,MILES,MODEL_S,,At service center,False,
Pre-Owned,66500,USED,5YJSA1CN4DFP20539,Previous service/demo vehicle,139206,WT21,,959428,DA00,BR00,False,PMMB,MS02|STANDARD|69900;RENA|STANDARD|0;AD02|INCLUDED|0;AU01|OPTIONAL|2500;BS00|INCLUDED|0;BT85|OPTIONAL|10000;CH00|INCLUDED|0;PMMB|OPTIONAL|750;CW01|OPTIONAL|750;DRLH|INCLUDED|0;FG01|INCLUDED|0;HP00|INCLUDED|0;HP03|INCLUDED|0;IDOM|OPTIONAL|650;IX01|OPTIONAL|2500;LP01|OPTIONAL|1000;PA00|INCLUDED|0;PF00|INCLUDED|0;PK01|INCLUDED|0;PS01|INCLUDED|0;PX00|INCLUDED|0;QYMT|OPTIONAL|2500;RFPO|OPTIONAL|2500;SC01|INCLUDED|0;SP00|INCLUDED|0;SU01|OPTIONAL|2250;TM00|INCLUDED|0;TP01|OPTIONAL|3500;TR00|INCLUDED|0;UTAW|OPTIONAL|1500;WT21|OPTIONAL|4500;WTX0|INCLUDED|0;X001|INCLUDED|0;X003|INCLUDED|0;X007|INCLUDED|0;X037|INCLUDED|0;X011|INCLUDED|0;X013|INCLUDED|0;X021|INCLUDED|0;X025|INCLUDED|0;X027|INCLUDED|0;X031|INCLUDED|0;YF00|INCLUDED|0,RFPO,False,DV2W,85,2013,,BT85,13601,True,"MS02,RENA,AD02,AU01,BS00,BT85,CH00,PMMB,CW01,DRLH,FG01,HP00,HP03,IDOM,IX01,LP01,PA00,PF00,PK01,PS01,PX00,QYMT,RFPO,SC01,SP00,SU01,TM00,TP01,TR00,UTAW,WT21,WTX0,X001,X003,X007,X037,X011,X013,X021,X025,X027,X031,YF00",IDOM,False,ms,0,MILES,MODEL_S,,At service center,False,
